barcode,product_name,brands,categories,ingredients,energy_kcal,fat_g,saturated_fat_g,carbohydrates_g,sugars_g,fiber_g,protein_g,salt_g,sodium_g,nutriscore_grade,nutriscore_score,nova_group
8901063363359,Cake Fudge It - Choco Brownie,Britannia,Cakes,"SUGAR, REFINED WHEAT FLOUR (MAIDA), REFINED PALMOLEIN OIL, EGGS, CHOCO CALLETS (10%) [SUGAR, HYDROGENATED VEGETABLE FAT, COCOA SOLIDS, EMULSIFIER (491), DEXTROSE EMULSIFIER [322(i)] & NATURAL FLAVOURING SUBSTANCES], MILK CHOCOLATE CHIPS (8%) [SUGAR, COCOA BUTTER, MILK SOLIDS, COCOA SOLIDS, DEXTROSE, EMULSIFIER [322(i)] & NATURAL FLAVOURING SUBSTANCES], COCOA SOLIDS (2%), HIGH MALTOSE SYRUP, LIQUID GLUCOSE, IODISED SALT, ARTIFICIAL (BROWNIE MAGNUM & VANILLA) FLAVOURING SUBSTANCES, COLOUR (150d), EMULSIFIER (471), PRESERVATIVES (202 & 282), STABILIZER (415), BAKING POWDER AND ACIDITY REGULATOR (330). CONTAINS WHEAT, EGGS, MILK AND SOYA.",470,24,13,58.5,41,0,5,0.435,0.174,e,28,4 - Ultra processed food and drink products
7622202237942,Cadbury dairy milk,Cadbury,Milk chocolate bar,"Chocolate grements: Sugar, Cocoa Butner, Milk Solids (19%*) Cocoa solids, Emulsifiers (442. 476), Flavours (Natural Nature Identical and Arofical (Caramel and Vanilla flavouring) Schstances)   Allergen Information: Contains Milk, Sulphite May Contain Tree Nuts, Wheat, Barley and Soy",526,28,18.6,62.6,58.8,0,6.8,0.2675,0.107,e,32,4 - Ultra processed food and drink products
8906010500542,Balaji Wafers Sev Murmura,Balaji Wafers,Snacks,"PUFFED RICE (50%), CHICKPEA FLOUR (24%), EDIBLE VEGETABLE OI (PALMOLEIN, RICE BRAN, CORN), RICE FLOUR, EDIBLE COMMON SALT, SPICES & CONDIMENTS (TURMERIC, CHILLI, CLOVE, GINGER, ASAFOETIDA CURRY LEAVES), REFINED WHEAT FLOUR (MAIDA), GUM ACACIA",507,23.4,11,60.6,9,5,10.9,2.0225,0.809,e,26,4 - Ultra processed food and drink products
8901063019171,Little Hearts,Britannia,"Flours, Biscuits, Sn",,486,19.5,9.4,70,24,0,7.4,0.7725,0.309,e,24,
8901058007060,Milkmaid Mini,Nestlé,Confectioneries,,300,4,3.333333,58.666667,58.666667,0,8.666667,0.275,0.11,e,22,
8906090573122,Too yumm Chips blue,,Potato crisps,"Potato (56%), Edible Vegetable Oil (Rice Bran), Seasoning (lodised Salt, *Spices & Condiments (Contains Onion and Garlic), Sugar, Rice Flour, Hydrolysed Vegetable Protein, Mango Juice Powder, Tomato Powder, Anticaking Agent (INS 551), Acidity Regulators (INS 296, INS 334, INS 330) Flavour Enhancers (INS 627, INS 631), Colour (INS 160c), Natural And Nature Identical Flavouring Substances). *Used as natural flavouring agent ALLERGEN ADVICE: CONTAINS SOYA MAY CONTAIN WHEAT AND MILK",552,33.5,7.6,55,1.1,3.7,7.3,2,0.8,e,21,4 - Ultra processed food and drink products
8906010503253,Balaji Wafers Dum Bar,Balaji Wafers,"Chocolate candies, Peanut bars",energy 541 kal protein 14.5g carbohydrates 55g,541,29,5,55,47,1.2,14.5,0.2,0.08,e,23,
8909081001161,Bounce chocho,sunfest,Chocolate biscuits,,455,13.9,6.6,77.7,35.7,0,5.6,0.6925,0.277,e,24,
8901063092761,Good Day Butter Jeera,Brittania,Biscuits,,506,23.1,11.5,68.2,20,0,6.4,1.48,0.592,e,28,
8906033744329,MEVities Hobnobs,mcvities,Biscuits,,492,21.3,10.2,68.2,23.2,6,6.9,0,0,unknown,0,
8901063368026,Gobbles fruit cake 55gm,Britannia,"Bars, Cakes",,427,19.7,9.5,56.4,25.2,0,5.9,0.5775,0.231,e,23,
8901063012813,milk bikis,,Biscuits,"REFINED WHEAT FLOUR (MAIDA) (63%), SUGAR, REFINED PALM OIL, MILK PRODUCTS (4%) [SWEETENED CONDENSED PARTLY SKIMMED MILK & MILK SOLIDS), INVERT SUGAR SYRUP, RAISING AGENTS [503(ii) & 500(ii)], IODISED SALT, EMULSIFIERS [322(1)&471], MINERALS, ARTIFICIAL MILK & VANILLA] & NATURE IDENTICAL FLAVOURING SUBSTANCES AND VITAMINS (Numbers in brackets as per International Numbering System)",459,13.5,6.6,77.1,26,0,7.4,0.745,0.298,e,21,4 - Ultra processed food and drink products
7622202257575,Oreo original,,Sandwich biscuits,"REFINED WHEAT FLOUR (MAIDA), SUGAR, FRACTIONATED FAT, PALMOLEIN, INVERT SUGAR, COCOA SOLIDS (2%*), LEAVENING AGENTS (500(ii), 503(ii)), STARCH, IODISED SALT, EMULSIFIER (322), NATURE IDENTICAL FLAVOURING SUBSTANCES. ALLERGEN INFORMATION: CONTAINS WHEAT, SULPHITE, SOY. MAY CONTAIN MILK AND BARLEY.",483,19.6,9.7,71.9,38.9,0,5.2,1.05,0.42,e,31,4 - Ultra processed food and drink products
3948719105913,Hide and seek,Parle platina,"Chocolate biscuits, Dry biscuits, Food",Added sugar,480,18.3,11.4,73.1,32.6,0,5.8,0.285,0.114,e,26,3 - Processed foods
7622202326172,Cadbury Dairy Milk Silk Roast Almond,Cadbury,"Beers, Candy chocolate bars",,560,35.2,19.1,52.7,46.7,0,9.7,0.26,0.104,not-applicable,0,
8903363007643,Nutri Delite Crunchies,Nutri Delite,"Snacks, Breakfast cereals","REFINED WHEAT FLOUR (41.8%), SUGAR, CORN FLOUR, WHEAT BRAN, LIQUID GLUCOSE, COCOA POWDER (1.9 PALMOLEN OIL, MALT EXTRACT, ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA & BUTTERSCOTCH CALCIUM CARBONATE, IODISED SALT, SOYA LECITHIN (INS 322 (i)), NATURAL COLOUR (INS 150d), TOCOPHEROL (INS 07b).",386,2.4,1.1,82.5,27.9,0,6.6,0.25,0.1,c,9,4 - Ultra processed food and drink products
8902579002121,Appy Fizz,Appy Fuzz,"Beverages, Confectioneries",,56,0,0,14,13.875,0,0,0,0,unknown,0,
7622202326202,Dairy Milk Silk Fruit and Nut Chocolate Bar,Cadbury Dairy Milk,"Milk chocolates, Candy chocolate bars, Cocoa powders, Chocolate bar with dried fruits","Sugar, Milk Solids (20%*), Cocoa Butter, Cocoa Solids, Raisins (9%*), Cashew Nuts (5%*), Apricot Kernels (3%*), Emulsifiers (442, 476), Flavours (Natural, Nature Identical and Artificial (Vanilla) Flavouring Substances). Allergen Information: Contains Milk, Cashew Nut and Sulphites May Contain Wheat, Barley, Soy and Other Tree Nuts",532,30.4,18.7,58.1,50.9,0,7.8,0.26,0.104,unknown,0,4 - Ultra processed food and drink products
8906002482481,Snickers,Mars,Candy chocolate bars,"Milk chocolate (36.5%): Sugar, Milk solids, Cocoa butter. Cocoa solids, Edible vegetable fats &lt;5% (Sal fat, Palm oil), Dextrose, Emulsifier (322); Centre filling (63.5%): Liquid glucose, Peanuts (18%), Sugar, Fractionated vegetable fat, Milk solids, lodized salt, Cocoa butter, Cocoa solids, Edible vegetable fats &lt;5% (Sal fat, Palm oil), Dextrose, Emulsifier (322). CONTAINS COCOA BUTTER EQUIVALENT IN ADDITION TO COCOA BUTTER.  Contains Peanuts, Milk & Soy.  May contain Treenuts.",479.9,23.3,9.9,61,55,0,7.8,0.5725,0.244,e,32,4 - Ultra processed food and drink products
8901491001120,Lays american style cream and onion,Lay's,Potato crisps,,537,33.1,14.8,53,3.4,0,6.7,1.6075,0.643,e,24,
8906002730018,Instant Gulab Jamun mix,Chitale Foods,"Cakes, Dessert mixes",,431,14.6,8.2,54.6,18.8,1.6,20.5,1.035,0.414,unknown,0,
8901719113451,20-20 Cashew Cookies,Parle,Biscuits,"REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, CASHEW (1%), RAISING AGENTS [500(ii),503(ii)], MILK SOLIDS, IODISED SALT, BUTTER (0.3%), EMULSIFIER OF VEGETABLE ORIGIN (472e) CONTAINS ADDED FLAVOURS, (ARTIFICIAL FLAVOURING SUBSTANCES - BUTTER, MILK) CONTAINS: WHEAT, CASHEW, MILK",482,18.6,8.5,71.9,24.1,0,6.7,0.6,0.24,e,21,4 - Ultra processed food and drink products
8907459000365,Kopiko,Kopiko,Candies,,457.142857,11.428571,5.714286,65.714286,65.714286,0,1.428571,0.392857,0.157143,e,25,
8904340700007,pulse,,Sweet snacks,,400,0,0,75,50,0,0,2.3125,0.925,e,28,
8904004401158,khatta meetha 200g,Haldiram's,"Snacks, Namkeen","Edible Vegetable Oil (Palmolein, Cotton Seed, Corn, Sunflower, C-31, SECTOR-62, NOIDA-20 Rice Bran), Rice Flakes (22%), Bengal Gram Flour (Besan) (21%), Refined Sugar, Split Pulse Bengal Gram (Chana Dal) (7%), Groundnuts (Peanuts) (5%), Sago (4%), Red Lentils (Masur Whole) (2.5%), Green Peas, Tapioca Starch, Iodised Salt, Black Salt, Turmeric, Acidity Regulator (INS 330), Red Chilli, Ajwain, Raising Agent (INS 500 ii) & Asafoetida.",530,29.25,12.48,57.38,13.1,1.28,9.26,0.646,0.2584,e,22,3 - Processed foods
8904004405514,Orange Soan Treat,Haldiram's,Sweet snacks,"Refined Sugar, Refined Wheat Flour(Maida). Refined Palmolein Oil, Bengal Gram Flour (Besan), Hydrogenated Vegetable Oil (Vanaspati), Liquid Glucose, Almond, Pistachio Nuts, Colour (INS 110), Natural Flavouring Substances & Nature Identical Flavouring Substances Allergen: Contains Almonds, Pistachios & Wheat May Contains Coconut, Cashew, Milk, Soy, Peanut & Sesame Seed.",504,23.1,8.53,66.54,46.22,4.81,7.46,0.2,0.08,e,25,4 - Ultra processed food and drink products
8901262071703,Twilight Tryst Single Origin Dark Chocolate,Amul,"Chocolate candies, Dark chocolate bar","Cocoa solids, sugar, cocoa butter, emulsifiers (322, 476), artificial flavouring substances (cocoa, vanilla).",554,34,20.8,55.8,44.2,0,6.2,0.0125,0.005,e,29,4 - Ultra processed food and drink products
7622202031618,nutties,cadbury,"Milk chocolates, Chocolate covered cashews","Center (55%*) (Sugar, Cashew Nuts (11%), Milk Solids, lodised Salt, Flavour (Natural and Nature Identical Flavouring Substances), Emulsifier (442), Almonds), Milk Chocolate (44%) (Sugar, Milk A Solids (22%), Cocoa Butter, Cocoa Solids, Emulsifiers (442,476), Flavours (Natural, Nature Identical and Artificial (Vanilla) Flavouring Substances)), Stabilizers (1400, 414), Glazing Agent (904).",511,24.8,13.9,67.2,57.4,0,5,0.2925,0.117,e,32,4 - Ultra processed food and drink products
8908013479092,double cocoa protein bar,The Whole Truth,Bars,"Cashew, dates, whey protein concentrate, almond, cocoa powder, cocoa butter",492.692308,26.538462,6.538462,37.692308,20,10.384615,25.576923,0.035096,0.014038,d,12,4 - Ultra processed food and drink products
8901512562609,Act II Popcorn,Act II,Salted popcorn,"Popped corn 88.7%, refined edible palmolein oil (tbhq) iodized salt nature identical flavour, butter table butter 0.07% and beta carotene, contains milk and it's products.",448.75,18.75,6.875,66.25,0,11.25,8.75,2.25,0.9,d,18,4 - Ultra processed food and drink products
8906080600920,chikki,Paper Boat,Peanut bars,"PEANUTS (50%), JAGGERY, SUGAR AND LIQUID GLUCOSE.  Contains Peanuts. May contains tree nuts.",497.6,24,5.4,56.5,45.3,5,13.9,0.064,0.0256,e,22,4 - Ultra processed food and drink products
8901725013769,Mad Angles Tomato Madness,Bingo,Corn chips,,530,29.9,13.9,60.1,3.9,0,6.6,1.58075,0.6323,e,24,
8901512921604,Sour Cream & Cheese Flavor Popcorn,Act 2,Popcorn,,496,29,12,56,7.5,11.3,8.3,2.5,1,e,25,
8901063012578,Britannia Milk bikis,Britannia,"Biscuits, Bis",,467,16.9,8.4,72.8,23.1,5.4,8.5,0.83,0.332,e,20,
8901499011398,Kellogg's Museli Nuts delight,Kellogg's,"Bars, Mueslis, Cereal flakes","MULTIGRAIN MIX (67.6%) (CORN GRITS (21.2%), WHEAT (16.8%), ROLLED BARLEY (10.5%), ROLLED OATS (10.5%), RICE (8.6%), DRY FRUITS & NUT (20%) (BROWN RAISINS (10%), ALMONDS (6%), BLACK RAISINS (4%)), SUGAR, CEREAL EXTRACT, WHEAT BRAN, HONEY, OLIGOFRUCTOSE, IODIZED SALT, COCOA SOLIDS, VITAMINS. FLAVOURS (NATURE IDENTICAL & ARTIFICIAL (COCONUT)), ANTIOXIDANT (INS 307b), MINERAL AND COLOUR (INS 150d). ALLERGEN DECLARATION: CONTAINS WHEAT, BARLEY, OATS, NUT (ALMONDS) AND SULPHITE. MAY CONTAIN OTHER NUTS, SOY AND MILK. SOME DRY FRUITS CONTAIN SULPHITE TO MAINTAIN COLOUR.",389,5.9,1,79.3,21.7,6.8,8,0,0,c,3,4 - Ultra processed food and drink products
8901725013660,bingo mad angles,ITC Limited,"Corn chips, triangular-shaped","RICE GRITS, SEASONING {REFINED PALMOLEIN, SUGAR, 'SPICES AND CONDIMENTS, IODIZED SALT, NATURE IDENTICAL FLAVOURING SUBSTANCES, HYDROLYZED VEGETABLE PROTEIN AND NATURAL FLAVOURS AND NATURAL FLAVOURING SUBSTANCES), REFINED PALMOLEIN, DEGERMED CORN GRITS AND BENGAL GRAM GRITS. *USED AS FLAVOURING AGENTS. CONTAINS SOY. MAY CONTAIN MILK, WHEAT.",526,29.5,13.8,61.2,6,0,5.6,1.897,0.7588,e,26,4 - Ultra processed food and drink products
8901719220173,Melody Chocolaty,Parle,Chocolate candies,"SUGAR, LIQUID GLUCOSE, REFINED PALM OIL, COCOA SOLIDS (6.5%), MILK SOLIDS, IODISED SALT AND EMULSIFIER OF VEGETABLE ORIGIN (SOY LECITHIN). CONTAINS ADDED FLAVOURS (ARTIFICIAL FLAVOURING SUBSTANCES VANILLA & CHOCOLATE) CONTAINS: MILK & SOY MANUFACTURED FOR: Issai LIC. No.: 10013022002253 BPARLE BISCUITS PVT LTD NORTH LEVEL CROSSING, VILE PARLE EAST, MUMBAI, MH-40005 MFD. BY: (IP)-PARLE BISCUITS PVT LTD, 464, GONDE DUMALA, IGATPURI, NASHIK, MH-422403 LIC. No.: 10012022000125 (KP)-PARLE BISCUITS PVT LTD, 131/2, KIRKHINDI KHOPOLI-PEN ROAD, RAIGAD, MH-410202 LIC. No.: 10012022000118 (IN)-DHANANJAY CONFECTIONERIES PVT LTD, 42-53 LIC. No.: 10012026000035 SECTOR-F INDL AREA, SANWER ROAD, MP-452 (NE)-PARLE BISCUITS PVT LTD, E-7 (A) & E-8. R AREA, NEEMRANA, ALWAR, RJ-301705 LIC. No.: 10012013000086 PARLE BISCUITS PVT LTD, 17, UDL-II APC 517432 RAM, CHITTOOR 13-508218 2084",428,12.8,6.6,75.3,53.8,0,2.9,0.6025,0.241,e,29,4 - Ultra processed food and drink products
8906010502201,Chana Jor Garam,Balaji,"Wafers, Namkeen","CHICKPEA (69%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN, CORN), SPICES & CONDIMENTS (CHILLI, DRY MANGO, TURMERIC, CLOVE, CAROM SEED, GINGER, CINNAMON, CARDAMOM, NUTMEG, MACE, BAY LEAVES), EDIBLE COMMON SALT, BLACK SALT",570,30.5,13.7,52.3,1.8,19.5,11.9,2.36,0.944,e,21,3 - Processed foods
8901058009439,munch,Nestlé,"Confectioneries, Chocolates","Sugar, Refined Wheat flour (Maida), Hydrogenated vegetable fats, Fractionated vegetable fat Milk solids, Cocoa solids (3.8%), Emulsifier (Soya lecithin and 476), Raising agent (500) Yeast, iodized salt, Flour treatment agent (516), Artificial (Vanilla) flavouring substances.",464.646465,23.232323,23.232323,59.59596,39.393939,0,5.050505,2.25,0.084848,e,37,4 - Ultra processed food and drink products
8908019319095,Yummy Tomato Potato Chips,Chakote,Potato crisps,"Potato, Edible Vegetable Oil(Palm), Sugar Powder, Iodized Salt, Dehydrated Vegetable Powders (Tomato Powder, Onion Powder, Garlic Powder), Maltodextrin, Milk Solids, Spices & Condiments (Chilli Powder, Black Pepper Powder, Clove Powder), Acidity Regulator (INS 330), Flavour Enhancers (INS 627, INS 631), Nature Identical Flavouring Substance(Tomato)& Anticaking Agent (INS 551).",534,32.46,11.87,54.21,3.53,0,6.89,2.625,1.05,e,30,4 - Ultra processed food and drink products
8906010500610,Chata Pataka Tomato,Balaji,"Crisps, Chatka patka","RICE MEAL (42%), EDIBLE VEGETABLE OIL (PALMOLEIN, RICE BRAN), CORN MEAL (13%), CHICKPEA FLOUR, SUGAR, EDIBLE COMMON SALT, DEHYDRATED VEGETABLE POWDER (TOMATO (0.8%), ONION, GARLIC), CHILLI POWDER, ANTICAKING AGENT (INS 551), EMULSIFIER (INS 414), FLAVOUR ENHANCER (INS 627, INS 631), NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES (TOMATO) PROPRIETARY FOOD NAMKEEN INDIAN SNACKS & SAVOURIES",552,33.2,16,56.2,5,0,6.5,1.775,0.71,e,25,4 - Ultra processed food and drink products
8908010900209,Dark chocolate peanut butter creamy,Pintola,"Confectioneries, Peanut butters","Peanuts (68%), Dark Chocolate (30%) (Sugar Cocoa Solids, Cocoa butter, Emulsifier (INS 322)}, Stabilizer (INS471)",580,40,11,36.4,19,5.2,18.6,0,0,unknown,0,4 - Ultra processed food and drink products
8908024977020,Superyou Protein Wafer,Superyou,"Bars, Wafers, Bodybuilding supplements","PROTEIN BLEND (FERMENTED NUTRITIONAL YEAST PROTEIN (22%) + MILK SOLIDS), EDIBLE VEGETABLE FATS (HYDROGENATED COCONUT OILS, INS 322), SWEETENER (INS 965(i)), REFINED WHEAT FLOUR (MAIDA), PEANUT BUTTER (14%), COCOA SOLIDS, STARCH, EMULSIFIERS (INS 322, INS 476), EDIBLE COMMON SALT, IMPROVER ENZYME. CONTAINS ADDED FLAVORS-NATURAL FLAVORING SUBSTANCES (CHOCOLATE), NATURE IDENTICAL FLAVORING SUBSTANCES (CHOCOLATE, COCOA BUTTER, PEANUT), ARTIFICIAL FLAVOURING SUBSTANCES (ETHYL VANILLIN).",190,10.36,7,20,3.54,3.04,10,0.4425,0.177,not-applicable,0,4 - Ultra processed food and drink products
0846203004908,Bakarwadi Mini,Chitale,Snacks,,540,35,8,50,8,5,8,1.875,0.75,e,22,
7622202326110,Oreo Silk,Cadbury,Chocolates,,563,34.8,22.3,56.9,48.9,0,6,0.5175,0.207,e,33,
8901063093607,8901063093607(565),Britannia,Biscuits,,509,23.7,11.6,67.3,20.5,0,6.7,0.55,0.22,e,24,
7622202324604,Dairy Milk Family Pack,Cadbury,Milk chocolates,"Sugar, Milk Solids, Cocoa butter, cocoa solids, , fractionated fat, Emulsifier 442,476 Nature identical and artificial flavours",531,29,19.6,60.4,57,0,7.9,0.3225,0.129,e,32,4 - Ultra processed food and drink products
8901719135828,Hide$seek,Parle,Biscuits,"Refined wheat flour, sugar, palm oil, hydrogenated vegetable fat, cocoa solids, choco chips (12%), invert sugar syrup, dextrose, emulsifiers (soy lecithin, E472e), raising agents (E500, E503), salt, artificial flavours (vanilla, chocolate, strawberry, orange), colours (E150c, E150d, E110). Contains wheat, soy, milk.",500,20,6.1,70.4,39.9,0,4.5,0.36,0.144,e,24,4 - Ultra processed food and drink products
8901063142657,Digestvie nutri choice,Nitro Choice,Biscuits,,483,20.8,0,68,12.7,6.7,9.3,0,0,unknown,0,
7622202329494,Dairy Milk (Classic milk chocolate variant),Cadbury,Milk chocolates,"Sugar, Milk Solids (23%), Cocoa Butter, Cocoa Solids, Fractionated Fat, Emulsifiers (442,476), Flavours (Natural, Nature Identical and Artificial (Vanilla) Flavouring Substances).  CONTAINS COCOA BUTTER EQUIVALENT IN ADDITION TO COCOA BUTTER Alergen information: Contains Milk, Soy. May Contain Tree Nuts, Wheat, Barley",531,29,19.6,60.4,57,0,7.9,0.3225,0.129,e,32,4 - Ultra processed food and drink products
8906029790033,Snakker,Priyagold,Wafers,"SUGAR, HYDROGENATED VEGETABLE OIL (PALM), WHEAT FLOUR, COCOA SOLIDS (6%), MILK SOLIDS (5%), EMULSIFIERS (E322, E442, E476), IODISED SALT, LEAVING AGENT [E 500(ii)],  DOUGH CONDITIONER (E223), CONTAINS ADDED FLAVOUR [NATURAL AND NATURE IDENTICAL AND ARTIFICIAL (ETHYL VANILLIN) FLAVOURING SUBSTANCE. HYDROGENATED VEGETABLE FAT USED CONTAINS TRANSFAT",480,21.9,20,64.6,51,0,5.9,0.30988,0.123952,e,30,4 - Ultra processed food and drink products
8908001246873,Curls Crax,Crax,"Crackers (Appetizers), Puffed salty snacks","Corn Grits (66%), Edible Vegetable Oil (Refined Palmolein Oil), &quot;Seasoning (iodised Salt, Sugar, Onion Powder, Chilli Powder, Cumin Powder, Garlic Powder, Coriander) CONTAINS ADDED FLAVOUR(S) (NATURAL",450,24,10.8,62,2.3,0,6.3,3.45,1.38,e,32,4 - Ultra processed food and drink products
8901063154049,Britannia Nutrichoice Oatmeal Cookies,Britannia,Biscuits,,483,19,8.3,70,3,0,8,0,0,d,14,
6009510806151,classic salted chips,Lay's,Potato crisps,"Potatoes,Vegetable Oil,Salt,Maltodextrin,Spices,Sugar,Onion Powder,Mango Powder,Garlic Powder,Tomato Powder,Citric Acid,Paprika Extract,Yeast Extract,Natural Flavour",100,6.25,0.9375,9.375,0.625,0.625,1.25,0.265625,0.10625,b,2,4 - Ultra processed food and drink products
8901491502054,Lay's West Indies' Hot 'n' Sweet Chilli,Lay's,Potato crisps,"Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), *Seasoning (Sugar, Maltodextrin, lodised Salt, Flavour (Natural and Nature Identical Flavouring Substances), ^Spices & Condiments, Flavour Enhancers (E627 & E631), Edible Vegetable Oil (Palm, Sunflower, Peanut), Hydrolysed Vegetable Protein, Anticaking Agent (551), Cocoa Solids, Lactose). *As flavouring agent. ^Contains _Onion_ and _Garlic_ ALLERGEN ADVICE: Contains _Nut_, _Milk_, _Wheat_ May Contain _Sulphite_",534,32,14.3,55.1,6,0,6.4,1.6775,0.671,e,25,4 - Ultra processed food and drink products
8901063142305,Nutri Choice,Britannia,Biscuits,biscuit,485,21,10.2,68.4,14.4,6,8.6,1.1575,0.463,e,22,3 - Processed foods
8904004414509,gol kachauri,Haldiram's,"Snacks, Frozen snacks and starters","TRADITI Refined Wheat Flour (Maida), Refined Palmolein Oil, Bengal Gram Flour (Besan), Refined Sugar, Cashew Nuts, Hydrogenated Vegetable Oil (Vanaspati), Red Chilli Powder, Edible Common Salt, Acidity Regulator (INS 330), Dried Mango Powder, Cumin Powder, Dried Ginger Powder, Green Chilli, Coriander Powder, Black Pepper, Cinnamon, Clove, Fennel Seed, Cardamom, Bay Leaf, Turmeric & Black Salt. Allergen: Contains Wheat & Cashews May Contains Milk, Almond, Peanut, Sesame Seed, Soy & Mustard Seed",490,25.94,8.74,52.7,7.84,4.86,8.77,1.185,0.474,e,19,4 - Ultra processed food and drink products
8906005618351,Fruit cake sliced,,Cakes,,425.7,20.5,12.1,53.9,34.6,0,6.2,0.19,0.076,e,25,
8901063092686,Good Day Butter Cookies (25),Britannia,Biscuits,"REFINED WHEAT FLOUR (MAIDA), REFINED PALM OIL, SUGAR, INVERT SUGAR SYRUP, MILK PRODUCTS [MILK SOLIDS & BUTTER (0.5%)], RAISING AGENTS [503(ii) & 500(ii)], 1ODISED SALT, ARTIFICIAL (BUTTER, MILK & VANILLA) & NATURAL FLAVOURING SUBSTANCES AND EMULSIFIERS [472e & 322(i)]. (Numbers in brackets as per International Numbering System) CONTAINS WHEAT, MILK AND SOY. 15",500,21.7,11,69.5,20.8,0,6.8,0.615,0.246,e,25,4 - Ultra processed food and drink products
8904004407860,Chatpata matar,Haldiram's,"Snacks, Wheat groats","Green Peas (78%). Refined Palmolein Oil, Cumin Powder, Red Chilli Powder, Edible Common Salt, Coriander Powder, Dried Mango Powder, Dried Ginger Powder, Black Pepper, Acidity Regulator (INS 330), Black Salt, Clove Powder, Cardamom, Cinnamon, Nutmeg, Bay Leaf, Asafoetida & Colours INS 100, INS 133)",444.444444,13.222222,4.833333,57.833333,0,6.555556,19.888889,1.3,0.52,c,9,4 - Ultra processed food and drink products
8901491002486,8901491002486,Kurkure,"Crisps, Kurkure","Cereal Products (67%) (Corn Meal (53%), Rice Meal), Edible Vegetable Oil (Palmolein), **Seasoning (Sugar, lodised Salt, Maltodextrin, ~Spices and Condiments, Milk Solids, Cheese, Salt Substitute (Potassium Chloride), Flavour (Natural and Nature Identical Flavouring Substances), Flavour Enhancers (627, 631), Acidity Regulators (296, 330), Emulsifying & Stabilising Agent ((331 (iii), 471, 327)), Gram Meal, Firming Agent (170(i)), lodised Salt. As flavouring agent. Contains Onion and Garlic ALLERGEN ADVICE: Contains Soy, Milk, Wheat",536,27.1,22.2,66.5,4.5,0,6.4,0,0,d,12,4 - Ultra processed food and drink products
